Model,MDO3024
Firmware Version,1.26

Waveform Type,ANALOG,
3.88e-01,3.6,0.44
3.89e-01,3.68,0.44
3.90e-01,3.76,0.44
3.91e-01,3.68,0.4
3.92e-01,3.68,0.4
3.93e-01,3.76,0.38
3.94e-01,3.76,0.38
3.95e-01,3.68,0.34
3.96e-01,3.68,0.34
3.97e-01,3.6,0.36
3.98e-01,3.68,0.32
3.99e-01,3.6,0.32
4.00e-01,3.6,0.3
4.01e-01,3.52,0.3
4.02e-01,3.6,0.3
4.03e-01,3.6,0.28
4.04e-01,3.52,0.28
4.05e-01,3.6,0.34
4.06e-01,3.44,0.3
4.07e-01,3.44,0.28
4.08e-01,3.44,0.28
4.09e-01,3.52,0.32
4.10e-01,3.36,0.3
4.11e-01,3.36,0.32
4.12e-01,3.28,0.32
4.13e-01,3.28,0.34
4.14e-01,3.2,0.34
4.15e-01,3.28,0.32
4.16e-01,3.2,0.34
4.17e-01,3.12,0.36
4.18e-01,3.12,0.38
4.19e-01,3.12,0.38
4.20e-01,3.12,0.4
4.21e-01,3.04,0.4
4.22e-01,3.04,0.4
4.23e-01,3.12,0.42
4.24e-01,2.96,0.42
4.25e-01,2.88,0.44
4.26e-01,2.96,0.44
4.27e-01,3.04,0.44
4.28e-01,2.88,0.46
4.29e-01,2.88,0.5
4.30e-01,2.8,0.48
4.31e-01,2.8,0.5
4.32e-01,2.88,0.5
4.33e-01,2.72,0.52
4.34e-01,2.72,0.52
4.35e-01,2.72,0.52
4.36e-01,2.72,0.52
4.37e-01,2.64,0.52
4.38e-01,2.72,0.52
4.39e-01,2.64,0.52
4.40e-01,2.56,0.54
4.41e-01,2.56,0.52
4.42e-01,2.56,0.5
4.43e-01,2.56,0.48
4.44e-01,2.56,0.48
4.45e-01,2.48,0.44
4.46e-01,2.48,0.46
4.47e-01,2.48,0.42
4.48e-01,2.4,0.4
4.49e-01,2.4,0.4
4.50e-01,2.32,0.38
4.51e-01,2.4,0.36
4.52e-01,2.24,0.34
4.53e-01,2.32,0.32
4.54e-01,2.24,0.28
4.55e-01,2.32,0.3
4.56e-01,2.24,0.24
4.57e-01,2.16,0.26
4.58e-01,2.16,0.22
4.59e-01,2.08,0.24
4.60e-01,2.08,0.18
4.61e-01,2.08,0.2
4.62e-01,2,0.18
4.63e-01,2.08,0.18
4.64e-01,2.08,0.14
4.65e-01,2,0.14
4.66e-01,1.92,0.14
4.67e-01,2.08,0.14
4.68e-01,2,0.16
4.69e-01,1.92,0.1
4.70e-01,1.84,0.12
4.71e-01,1.92,0.08
4.72e-01,1.76,0.08
4.73e-01,1.76,0.06
4.74e-01,1.76,0.08
4.75e-01,1.68,0.06
4.76e-01,1.76,0.08
4.77e-01,1.68,0.1
4.78e-01,1.76,0.08
4.79e-01,1.6,0.08
4.80e-01,1.6,0.08
4.81e-01,1.6,0.1
4.82e-01,1.6,0.1
4.83e-01,1.52,0.12
4.84e-01,1.52,0.14
4.85e-01,1.52,0.12
4.86e-01,1.52,0.16
4.87e-01,1.44,0.18
4.88e-01,1.44,0.2
4.89e-01,1.44,0.2
4.90e-01,1.28,0.22
4.91e-01,1.36,0.24
4.92e-01,1.36,0.24
4.93e-01,1.28,0.26
4.94e-01,1.28,0.26
4.95e-01,1.28,0.28
4.96e-01,1.2,0.3
4.97e-01,1.2,0.32
4.98e-01,1.2,0.32
4.99e-01,1.2,0.32

